Commitments of Traders Historical Report for "CHF"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Nov 24, 2009","54159","26136","4019","8688","41395","19335","8745","9609","40019","875","1336","23335","3054"
"Nov 17, 2009","54018","25311","3112","9725","41681","18982","9225","7822","40739","875","1341","25828","2202"
"Nov 09, 2009","53280","25717","2419","6965","43210","20577","7630","5690","41466","769","1323","25696","2313"
"Nov 03, 2009","46414","21171","2506","7862","36258","17316","7585","6259","35376","769","1311","21477","1549"
"Oct 27, 2009","50703","24104","6259","6421","35914","20168","8520","4394","36553","1310","821","24452","4430"
"Oct 20, 2009","54748","30017","6164","3379","41095","21330","7467","2478","41703","1310","862","29062","4148"
"Oct 13, 2009","50413","27537","5258","3002","38063","19852","7070","2182","39078","1309","910","26583","2868"
"Oct 06, 2009","49587","28261","4791","2200","37603","19075","7142","1455","37972","1280","862","27322","3156"
"Sep 29, 2009","45542","22857","5264","2757","33672","19895","6573","1298","34296","1154","852","22715","3341"
"Sep 22, 2009","52087","28968","5177","1588","39465","21455","7369","515","39276","1154","884","28453","4048"
"Sep 15, 2009","45016","24026","5835","580","32340","20377","6808","515","34215","513","880","23511","3013"
"Sep 08, 2009","52293","23371","5234","8146","38755","20022","7550","5583","36947","513","907","23163","3877"
"Sep 01, 2009","44607","19627","5375","6881","31244","18014","7903","4533","30965","513","881","19391","2702"
"Aug 25, 2009","46196","23649","6851","4640","32670","17813","6581","3074","31892","509","902","23275","4770"
"Aug 18, 2009","30291","12121","5366","4778","17351","13307","7489","4470","16909","509","877","10848","3859"
"Aug 11, 2009","32801","10962","10999","8164","14851","13590","6866","7135","14934","363","1624","10541","8205"
"Aug 04, 2009","42223","21341","6829","2817","28444","17979","6864","1746","28768","0","1587","20894","3400"
"Jul 28, 2009","37313","18808","4638","2900","25014","15564","7620","2037","24770","0","1584","18341","1968"
"Jul 21, 2009","39639","20182","6985","2283","25315","17088","7253","1934","26742","0","942","19784","3869"
"Jul 14, 2009","33833","16950","6158","2913","18558","13970","9117","3082","19533","0","900","15892","3394"
"Jul 07, 2009","33308","16476","5422","2749","20522","14063","7344","2123","22866","0","945","16233","1264"
"Jun 30, 2009","32774","16623","5933","2522","18540","13431","8103","3388","20433","0","953","15033","2363"
"Jun 23, 2009","39777","22023","7615","2004","25097","15665","6980","1987","26222","0","1488","21567","3980"
"Jun 16, 2009","30453","16146","8244","1234","15084","13073","7125","1444","17037","0","795","15562","5122"
"Jun 09, 2009","48715","14879","6405","16607","31696","15285","8670","10726","26541","0","912","14329","4217"
"Jun 02, 2009","42429","15412","6813","11344","26590","15493","8846","9667","28099","0","911","14987","2291"
"May 26, 2009","39627","13929","7255","11102","23051","14384","9109","9505","24320","0","982","13548","3026"
"May 19, 2009","35951","11497","6888","10938","19489","13343","9401","10741","21995","0","972","10867","2583"
"May 12, 2009","32340","8692","7073","10312","14559","13089","10461","10290","18454","0","925","8214","1753"
"May 05, 2009","26366","4756","5499","12722","9196","8726","11509","12424","10993","0","978","4523","2193"
"Apr 28, 2009","27107","4907","9829","15119","3928","6818","13087","14950","5727","0","1012","4707","6649"
"Apr 21, 2009","33601","5718","17803","20270","1218","7366","14333","19865","2229","0","1037","5336","15386"
"Apr 14, 2009","27406","3404","8459","15009","8138","8746","10562","15177","10199","0","1028","2867","5001"
"Apr 07, 2009","25914","3895","7436","10503","7601","11368","10729","10607","9535","0","1025","1913","4089"
"Mar 31, 2009","27578","4068","8479","9816","8988","13659","10076","10405","10845","0","1018","2621","5469"
"Mar 24, 2009","27937","6311","9459","9106","7648","12457","10767","9816","9084","0","1029","4800","6916"
"Mar 17, 2009","31126","5942","14380","14440","421","10691","16272","14481","835","0","1022","3227","12923"
"Mar 10, 2009","39747","4784","16237","20165","7782","13882","14812","16729","5862","0","992","3101","13410"
"Mar 03, 2009","36848","4253","17163","21273","3247","10851","15967","20542","3872","0","1408","2365","15104"
"Feb 24, 2009","33873","5137","16325","17943","3609","10508","13654","17357","4844","0","1408","3803","13531"
"Feb 17, 2009","34470","4848","15986","17495","3773","11862","14446","15042","3772","0","1412","3205","14545"
"Feb 10, 2009","32070","3613","15134","15942","3398","12254","13277","14394","4057","0","1417","2002","13024"
"Feb 03, 2009","29006","3801","14941","11668","3282","13254","10500","10043","6799","0","1433","2562","9935"
"Jan 27, 2009","28119","4319","14507","12183","3784","11322","9533","10422","7026","451","1380","2627","9756"
"Jan 20, 2009","24527","5135","11509","6535","3678","12552","9035","3834","6928","451","1279","4003","6952"
"Jan 13, 2009","24703","4826","11060","5784","6028","13788","7310","3993","8635","494","1256","3480","7170"
"Jan 06, 2009","25435","5978","11845","3897","6440","15250","6840","2895","9592","560","1225","4469","7449"
"Dec 30, 2008","25073","4968","8815","6491","10305","13314","5653","3413","11849","468","1210","4127","6061"
"Dec 22, 2008","24773","4310","8466","6309","9244","13849","6758","3275","10928","468","1306","3411","5476"
"Dec 16, 2008","20142","1826","7137","4984","3219","12967","9421","3253","3797","0","1534","819","5025"
"Dec 09, 2008","38990","1620","15694","26924","7829","9991","15012","14320","5658","0","1460","1151","16249"
"Dec 02, 2008","42123","2328","20568","29313","6752","9067","13388","15667","8910","0","1422","2011","16809"
"Nov 25, 2008","42747","3653","20066","27944","5769","10098","15860","14492","8316","0","1388","3340","15922"
"Nov 18, 2008","43937","5740","19329","25109","6737","12517","17300","11931","9290","0","1488","4001","14694"
"Nov 11, 2008","39893","4826","14982","25049","9713","9513","14693","11678","10732","561","1468","3255","10965"
"Nov 04, 2008","41403","7416","14617","22917","11945","10569","14340","12077","13340","557","1460","3341","10600"
"Oct 28, 2008","39184","5726","20042","22738","4946","9918","13394","12430","7201","601","1740","2049","15771"
"Oct 21, 2008","39838","3953","19875","24900","5372","10744","14350","12719","6012","646","2162","2552","16813"
"Oct 14, 2008","38302","5222","18304","23178","9912","9833","10017","12449","12623","0","2161","3090","13256"
"Oct 07, 2008","39137","8291","19820","20398","8129","10386","11126","12161","12036","0","1844","5620","13893"
"Sep 30, 2008","39047","5953","17402","20222","8058","12584","13299","11908","12955","0","1537","3752","10792"
"Sep 23, 2008","42296","8345","16452","20616","14043","13265","11731","11725","16132","0","1975","6094","12212"
"Sep 16, 2008","39036","7451","20899","21918","2559","9650","15561","14386","2472","0","2124","3841","18655"
"Sep 09, 2008","70332","11076","25991","47387","26934","11869","17407","42227","17105","0","2077","6239","21937"
"Sep 02, 2008","64084","12059","25322","40707","22659","11305","16090","42213","15266","0","2063","6826","24113"
"Aug 26, 2008","65910","12148","25477","42756","23949","10955","16433","43794","14782","0","2063","7456","25113"
"Aug 19, 2008","62081","9683","23085","38575","21177","13335","17331","38429","14312","0","2024","6340","21759"
"Aug 12, 2008","58312","13555","21938","33080","20621","11521","15597","35614","16222","31","2011","8276","19725"
"Aug 05, 2008","59128","14986","23969","30179","19451","13963","15708","33269","11990","0","1742","8963","21823"
"Jul 29, 2008","56449","17401","22056","22274","18567","16774","15826","26131","11366","0","1727","9873","19510"
"Jul 22, 2008","51791","17900","19566","12680","19115","21211","13110","15496","15140","0","1686","11573","14858"
"Jul 15, 2008","63754","32874","17830","6877","36637","23974","9258","9103","30609","970","1728","26304","15152"
"Jul 08, 2008","52188","18085","22782","12400","17810","21674","11567","11972","13763","972","1637","13724","17992"
"Jul 01, 2008","56638","26040","19433","8359","25869","22239","11336","9448","20007","942","1196","20480","16875"
"Jun 24, 2008","45574","14081","16482","13652","17799","17841","11293","13807","12032","866","2205","9361","13803"
"Jun 17, 2008","44091","10824","19738","15289","11735","17978","12618","17175","6540","865","1782","5648","18184"
"Jun 10, 2008","68666","15820","19552","31843","31292","18846","15665","22380","21239","858","2087","13522","15740"
"Jun 03, 2008","65317","14128","21399","33094","26301","17395","16917","27309","19818","765","1782","11890","17021"
"May 27, 2008","69571","18907","28756","31423","29391","19239","11422","27680","24934","765","1672","17281","24478"
"May 20, 2008","62984","19037","23980","24695","27624","19252","11380","19875","23914","752","2880","18269","17699"
"May 13, 2008","69188","13758","31194","38374","24647","17056","13347","33550","22712","745","2400","14108","25450"
"May 06, 2008","63405","19125","23262","28267","25718","16008","14420","28745","28911","717","2452","16829","15966"
"Apr 29, 2008","59678","26625","19624","17411","29112","15638","10938","16826","33467","670","2458","25523","10349"
"Apr 22, 2008","59593","24731","21722","15849","27879","19012","9991","15367","30727","1510","874","22679","15515"
"Apr 15, 2008","61278","27058","21824","15416","29349","18803","10104","12528","34468","1672","874","26900","13887"
"Apr 08, 2008","57506","24145","23228","14080","26105","19279","8171","11660","31486","1655","450","23632","15549"
"Apr 01, 2008","56967","30785","21904","8268","26306","17913","8756","9148","27361","1647","450","26922","17889"
"Mar 25, 2008","57488","30768","19987","6578","30010","20138","7487","7030","32643","1147","450","27885","15050"
"Mar 18, 2008","54366","24560","13336","6985","32207","22726","8728","5952","34664","1145","450","22384","8695"
"Mar 11, 2008","90384","25646","29894","39069","49752","24769","9838","29418","43396","1145","576","24039","26041"
"Mar 04, 2008","81574","24647","24480","30012","47310","26795","9664","25855","45045","1063","450","23388","22636"
"Feb 26, 2008","78947","32085","23313","23607","46168","23155","9366","21040","43148","991","450","28868","21823"
"Feb 19, 2008","68500","23979","22992","23381","36283","21129","9214","21034","34620","439","450","22725","20806"
"Feb 12, 2008","57989","17550","14370","18023","35696","22405","7912","15049","36142","0","450","17596","11148"
"Feb 05, 2008","64353","22588","19802","19172","35367","22582","9173","17344","35697","0","450","21495","16703"
"Jan 29, 2008","70806","28578","19345","19615","42772","22605","8681","16312","41138","1070","450","27938","18258"
"Jan 22, 2008","71705","28949","13573","18430","51242","24315","6879","15901","49905","1070","450","27719","12373"
"Jan 15, 2008","67556","25415","20253","19597","38251","22544","9052","15656","34170","6232","450","19979","21341"
"Jan 08, 2008","62749","21345","23516","20724","31809","20680","7424","18783","28752","6000","450","15125","24564"
"Dec 31, 2007","61358","18502","23121","26082","29835","16774","8402","21931","28597","5817","450","14574","23385"
"Dec 24, 2007","60681","12643","24140","29969","27583","18069","8958","24626","27114","1471","450","13858","22795"
"Dec 18, 2007","60246","14677","21661","26358","27969","19211","10616","21385","26133","1809","450","15355","21337"
"Dec 11, 2007","86792","26684","24751","39713","52836","19859","8669","25336","38240","2763","904","23849","23328"
"Dec 04, 2007","77920","30533","23490","25522","44647","21292","9210","23530","38970","1684","904","24963","22128"
"Nov 27, 2007","81879","37072","23870","19959","47666","24203","9698","16153","41564","1605","450","32995","22734"
"Nov 20, 2007","83181","37165","23433","18608","49082","26889","10147","13861","43327","1740","450","33576","22374"
"Nov 13, 2007","77136","33093","17590","17650","47910","26391","11634","15251","41054","0","450","29234","16970"
"Nov 06, 2007","86821","32575","30156","29028","45572","25195","11070","25626","36092","450","1583","29254","31012"
"Oct 30, 2007","72401","32274","21484","17091","41075","23034","9840","14423","33704","440","450","27775","20761"
"Oct 23, 2007","69629","26611","24101","20936","32118","22082","13410","18428","27147","440","450","22007","22274"
"Oct 16, 2007","76520","26550","34739","28198","28959","21772","12822","28344","24785","440","1355","17353","31832"
"Oct 09, 2007","70197","28185","32276","18582","27594","23430","10327","17795","23837","1048","1355","19346","28985"
"Oct 02, 2007","75617","31596","34674","19058","31154","24963","9789","13909","26713","593","1606","28039","32070"
"Sep 25, 2007","70582","32958","26666","14495","33804","23127","10110","11977","29668","593","1008","27152","24715"
"Sep 18, 2007","66122","28647","23158","16440","34060","21032","8901","12060","31859","1023","964","25859","19348"
"Sep 11, 2007","136045","26527","23866","90158","96887","17484","13416","73371","83275","579","450","20812","15166"
"Sep 04, 2007","131156","12078","46553","105019","69360","13002","14186","100677","67546","581","1480","8558","36884"
"Aug 28, 2007","118870","17923","36046","89323","69527","11622","13295","87640","71006","436","1432","14906","25689"
"Aug 21, 2007","111735","14642","31921","85155","67650","11860","12086","81635","69898","431","1281","13457","21305"
"Aug 14, 2007","117264","26255","40245","72603","65120","17657","11150","68203","70321","428","1302","26005","26982"
"Aug 07, 2007","121823","34401","36705","66018","70306","20657","14065","60816","78291","0","1194","32839","21673"
"Jul 31, 2007","116838","28309","42942","74115","58284","14227","15425","67665","58064","0","2519","26357","32119"
"Jul 24, 2007","115383","21909","64786","78675","34685","14611","15724","69585","40391","0","2355","22866","49740"
"Jul 17, 2007","110578","24189","59743","71426","32875","14775","17772","63388","36153","483","3305","24266","47498"
"Jul 10, 2007","102992","20339","58411","70250","26864","12403","17717","64271","32874","452","3773","18546","43385"
"Jul 03, 2007","95030","14876","48451","69804","27367","10350","19212","64459","23984","452","4068","13554","42894"
"Jun 26, 2007","101945","8303","67134","85894","10089","7748","24722","78636","7571","452","4206","10662","60823"
"Jun 19, 2007","110556","6682","86013","95587","2206","8276","22326","98270","2650","0","4184","2866","79216"
"Jun 12, 2007","155140","10341","89522","131863","43904","11862","20640","101665","8116","0","4058","4548","84007"
"Jun 05, 2007","99547","11536","69788","76290","9178","11196","20056","78241","6662","0","3089","8076","66786"
"May 29, 2007","97517","9644","68852","76951","7259","10910","21394","76864","7332","0","2130","7514","62103"
"May 22, 2007","100303","9372","75241","79682","5471","11087","19429","76903","6344","0","1987","10313","69159"
"May 15, 2007","81328","17093","51838","51673","14385","12080","14623","52001","13392","0","1718","14461","46352"
"May 08, 2007","81736","14860","49212","51567","17780","14687","14122","49617","17869","0","1632","14058","45189"
"May 01, 2007","79989","16669","47839","46332","19270","16334","12226","44235","18062","0","1712","15811","45240"
"Apr 24, 2007","77956","23229","40080","36288","24841","18209","12805","34152","18515","0","977","20745","41873"
"Apr 17, 2007","67565","17907","40279","32831","15524","16585","11520","32641","13387","0","977","15454","39325"
"Apr 10, 2007","58718","13453","36659","31840","10012","13413","12035","32264","8391","0","977","11596","35826"
"Apr 03, 2007","57666","10294","37559","29494","8277","17878","11830","28329","9400","0","977","8814","34691"
"Mar 27, 2007","52720","18597","30156","17102","11763","17021","10801","15898","5138","0","990","15088","30795"
"Mar 20, 2007","53302","16020","31022","16321","7890","20961","14390","16406","6265","0","450","13158","29297"
"Mar 13, 2007","88190","15012","39903","54571","34412","17299","12567","48785","27542","0","1053","9633","36269"
"Mar 06, 2007","83320","16859","38726","48582","32079","17739","12375","49341","31990","0","1053","11896","34864"
"Feb 27, 2007","103378","15823","60508","68318","26010","19230","16853","69951","24503","0","1839","11601","57607"
"Feb 20, 2007","100274","5525","61078","81011","22726","13485","16217","79924","18675","0","1839","4989","61184"
"Feb 13, 2007","107988","6693","70099","91264","17941","9912","19829","91652","15951","0","1583","4494","68572"
"Feb 06, 2007","93536","9393","52318","74703","23721","9359","17416","74242","18553","0","1630","6862","52217"
"Jan 30, 2007","99642","5819","65399","83755","15658","9987","18504","81905","13773","0","1574","5595","62274"
"Jan 23, 2007","83065","5290","49371","67899","15298","9840","18360","68163","14259","0","1089","3813","47748"
"Jan 16, 2007","83803","6476","48724","65958","14769","11333","20274","67455","13180","0","1059","3210","47824"
"Jan 09, 2007","80925","7698","48069","60189","17343","12795","15270","60751","16504","0","1059","5302","47617"
"Jan 03, 2007","64732","11280","34078","38081","18536","15195","11942","38346","16124","0","1059","9767","34180"
"Dec 26, 2006","57050","17614","29899","22512","15569","16909","11567","19205","15032","0","1033","18910","29063"
"Dec 19, 2006","54652","18315","29153","16662","16678","19675","8821","14453","15972","0","1033","18656","28629"
"Dec 12, 2006","92840","24981","34753","44970","48340","22413","9271","28313","34194","450","545","23491","33256"
"Dec 05, 2006","80908","25835","32303","28496","35368","25781","12441","28503","33218","450","545","21404","32139"
"Nov 28, 2006","78706","21961","35864","37140","29557","19605","13285","37820","26244","450","545","16859","36331"
"Nov 21, 2006","84320","10633","49430","60086","18417","13601","16473","61722","14653","450","563","5044","49095"
"Nov 14, 2006","87935","9883","52428","64464","19539","13588","15968","65246","13786","450","563","4597","52433"
"Nov 07, 2006","103184","14326","70027","77233","13343","11625","19814","76791","10327","450","563","10273","67233"
"Oct 31, 2006","89968","11230","58299","68592","11763","10146","19906","70105","8394","450","572","6793","56803"
"Oct 24, 2006","107816","9331","79554","89954","3969","8531","24293","87563","2010","450","576","8233","76953"
"Oct 17, 2006","105046","10504","77712","87178","3826","7364","23508","82790","1346","450","543","11600","76295"
"Oct 10, 2006","95979","8870","69290","77960","4329","9149","22360","74981","3032","447","509","9569","67706"
"Oct 03, 2006","72687","10759","40886","51972","11649","9956","20152","50317","10640","450","483","10822","39733"
"Sep 26, 2006","69977","10497","39517","50350","11296","9130","19164","46628","9938","450","466","12871","38991"
"Sep 19, 2006","76994","10111","54145","57429","2482","9454","20367","54421","1654","450","466","11859","52237"
"Sep 12, 2006","98012","12013","45254","74761","31857","11168","20831","62458","21971","857","430","12688","42935"
"Sep 05, 2006","70053","11221","30367","46601","25569","12231","14117","44098","25308","870","400","11177","28460"
"Aug 29, 2006","68787","12618","25253","44256","29265","11449","13805","43599","27049","420","0","11175","25017"
"Aug 22, 2006","68484","16847","27312","38181","27544","12950","13122","37097","27250","429","0","15968","25979"
"Aug 15, 2006","66021","13082","28329","40934","22521","12005","15171","41061","23057","429","0","11754","26450"
"Aug 08, 2006","72643","21484","36337","36065","22775","15094","13531","36190","24267","429","0","20156","33692"
"Aug 01, 2006","65105","17487","26881","35522","21491","12096","16733","35667","23249","634","0","15954","23990"
"Jul 25, 2006","73560","16611","37571","45151","17788","11762","18165","45623","18795","634","0","14815","34295"
"Jul 18, 2006","69612","18116","33533","40527","18602","10969","17477","39999","18684","634","0","17372","31234"
"Jul 11, 2006","62771","20120","27379","30495","23670","12156","11722","31574","21268","613","401","17670","28455"
"Jul 03, 2006","58809","21327","25641","26070","20703","11412","12465","26618","19680","613","407","19487","25411"
"Jun 27, 2006","63556","14509","30398","36665","19565","12346","13557","37218","19295","613","0","12664","29822"
"Jun 20, 2006","57617","20297","25769","24895","19561","12389","12251","25556","19990","613","0","18452","24602"
"Jun 13, 2006","122926","21176","24058","86167","85686","15279","12878","58954","59214","628","0","19248","22467"

