Commitments of Traders Historical Report for "JPY"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Mar 16, 2010","95999","41278","26081","35087","43303","19581","26562","5961","39735","34267","5603","29987","16745"
"Mar 09, 2010","137443","51919","25631","62037","85470","23134","25989","20295","72909","35695","5551","40086","11450"
"Mar 02, 2010","133600","57332","24780","50719","80941","25279","27609","15898","73666","36060","5273","44004","10296"
"Feb 23, 2010","122919","30432","28715","70481","65562","21818","28454","36780","55909","32979","4537","20038","18043"
"Feb 16, 2010","119816","35691","21779","60328","70531","23597","27306","27063","64998","32245","4008","25649","8312"
"Feb 09, 2010","120060","41352","18956","53299","73235","25239","27699","20425","65963","31935","5407","31570","6383"
"Feb 02, 2010","116129","30177","23042","63746","65814","21733","26800","32939","59755","28646","7356","22794","10496"
"Jan 26, 2010","119819","28821","33168","67644","59405","22975","26867","35214","53731","28338","8818","23212","18847"
"Jan 19, 2010","122367","23718","40814","80293","51178","17949","29968","49485","46703","27749","8792","18301","27078"
"Jan 12, 2010","120568","21951","38695","82160","49902","16138","31652","54221","43843","26885","9250","14801","26215"
"Jan 05, 2010","104231","20634","37445","68983","41659","14573","25086","41931","39813","28424","7960","12930","24062"
"Dec 29, 2009","95217","19943","34846","59501","37716","15773","22655","31139","36075","28204","9412","13881","20257"
"Dec 22, 2009","93224","29477","30488","46118","41644","17629","21092","19724","41434","28125","10567","21639","13634"
"Dec 15, 2009","88438","33810","25438","34665","43990","19963","19010","8464","43371","28635","11235","25383","7837"
"Dec 08, 2009","123501","48754","13572","52185","87033","20654","20988","21653","75673","27183","9134","40750","4069"
"Dec 01, 2009","144123","73793","16886","37883","104010","30768","21548","11093","91057","26071","9578","64249","10277"
"Nov 24, 2009","131833","65224","13514","38073","97133","28270","20920","8140","84563","25758","8877","56812","4189"
"Nov 17, 2009","125908","48750","13198","47864","92869","29095","19642","16596","78405","26346","9816","41502","4284"
"Nov 09, 2009","117344","42044","20166","52058","78906","23152","18182","25814","69340","25451","9732","34420","9285"
"Nov 03, 2009","110032","39028","19196","48691","70295","22148","20376","23295","64647","25294","9862","31844","6413"
"Oct 27, 2009","115161","36076","18546","56833","76361","22155","20157","27653","70983","26536","9013","30417","6704"
"Oct 20, 2009","120630","49401","18216","45911","82789","25308","19615","17884","79170","26483","10684","43060","2697"
"Oct 13, 2009","119052","49817","16478","39902","83205","29200","19236","13843","81649","25811","9209","43771","1435"
"Oct 06, 2009","120340","62127","17484","25847","85016","32235","17709","8166","87173","23827","9541","53436","2642"
"Sep 29, 2009","119276","63449","18593","26598","82515","29197","18136","8431","85090","22583","9151","55551","3773"
"Sep 22, 2009","119425","63269","17654","26167","86301","29900","15381","7015","88056","22817","8806","57576","3837"
"Sep 15, 2009","108330","54044","16937","24083","74881","30179","16488","6523","74750","21288","8477","47652","5262"
"Sep 08, 2009","115249","56725","15926","30640","81948","27448","16939","9214","80466","20520","7205","50886","2780"
"Sep 01, 2009","107605","52041","19676","30018","71495","25378","16266","9598","69715","20429","6799","46177","7637"
"Aug 25, 2009","86500","34055","22408","30043","46536","22308","17462","10305","45973","20592","6984","29117","11023"
"Aug 18, 2009","72642","25121","22768","29416","30746","18008","19031","9724","29362","20590","6736","20271","11913"
"Aug 11, 2009","70654","24019","23195","29869","24996","16735","22432","10670","23626","20618","6464","18849","13347"
"Aug 04, 2009","80101","28269","17654","29078","46404","22721","16010","9874","45668","20395","6593","22967","7951"
"Jul 28, 2009","90649","37334","13032","28105","62714","25159","14852","9888","63545","19988","6585","32279","2477"
"Jul 21, 2009","110610","52973","16785","30422","79615","27184","14179","11463","81225","19852","6889","49236","5147"
"Jul 14, 2009","110140","52640","19073","30772","75058","26728","16009","11615","77567","20747","7206","48354","5939"
"Jul 07, 2009","89956","36668","19551","31703","54421","21544","15943","12151","57195","21115","7152","32366","6591"
"Jun 30, 2009","73476","23261","24308","33018","33782","16835","15024","12821","35848","19471","8858","20993","10095"
"Jun 23, 2009","73797","22186","26193","31454","30287","19863","17023","12067","31236","18663","10216","20020","11843"
"Jun 16, 2009","62998","18287","26850","29475","18002","14920","17830","12707","17800","16283","10320","15998","12684"
"Jun 09, 2009","93527","25222","27521","53544","46448","14260","19057","31552","39406","14413","10228","23149","14438"
"Jun 02, 2009","96969","34077","24456","42726","54840","19644","17151","24039","50391","14317","10819","30811","8133"
"May 26, 2009","96706","34860","26851","37916","49511","23575","19989","24731","50542","11724","11069","31699","8535"
"May 19, 2009","90204","29526","23526","37571","46640","22712","19643","25039","49603","11666","11193","27186","5924"
"May 12, 2009","85709","28513","26125","36879","39091","19936","20112","25890","41902","11117","11658","25188","8219"
"May 05, 2009","75595","21588","28106","38002","26617","15623","20490","26747","27677","9222","11717","18308","10482"
"Apr 28, 2009","75734","22162","26741","36138","28240","17195","20514","24999","31376","9183","11282","20112","8077"
"Apr 21, 2009","74215","18343","32038","40029","20007","15629","21956","27126","21827","11193","10561","17159","16438"
"Apr 14, 2009","82017","21169","27264","44786","29770","15828","24749","33279","15628","11884","10735","17836","26881"
"Apr 07, 2009","84138","25566","32564","44924","24710","13406","26622","32921","13542","12123","10666","22255","30527"
"Mar 31, 2009","76607","26744","36207","34296","18118","15236","21951","23168","14027","10959","10167","24700","28718"
"Mar 24, 2009","69923","25057","32719","29910","16662","14723","20309","19339","14462","10948","10395","22527","22376"
"Mar 17, 2009","70507","27170","31866","33063","19259","10043","19151","14300","15590","11112","9812","24065","23261"
"Mar 10, 2009","114020","43326","24420","52418","56921","13836","28239","33525","31027","18388","9247","35799","18943"
"Mar 03, 2009","110223","46618","26548","48202","55160","15101","28213","31932","34210","18587","9910","37124","15162"
"Feb 24, 2009","108705","47262","18627","43617","62725","17425","26952","31817","37726","19917","6728","32954","13144"
"Feb 17, 2009","108685","54653","18465","33128","63323","20452","26445","32315","38083","13630","6917","36468","12119"
"Feb 10, 2009","106751","56870","13273","27908","71290","21602","21817","29343","45997","13745","6885","37347","5142"
"Feb 03, 2009","117069","65131","14613","28676","85167","23104","17131","25798","61091","15326","7040","49287","4894"
"Jan 27, 2009","115063","63369","14362","28783","83450","22757","17097","26378","60384","15899","7492","46508","3457"
"Jan 20, 2009","113171","62529","15439","29220","78405","21298","19203","27612","52510","17030","7697","43764","5320"
"Jan 13, 2009","107714","60480","15585","27263","72250","19898","19806","28970","44908","14033","7635","41375","6784"
"Jan 06, 2009","110160","62615","16221","26681","74166","20789","19698","29210","44747","13995","7731","43325","7525"
"Dec 30, 2008","105926","57793","13917","25447","73898","22614","18039","28670","44440","13101","7719","38508","5566"
"Dec 22, 2008","105339","56334","16236","25419","71267","23484","17734","29029","43219","12700","7602","37059","6278"
"Dec 16, 2008","110472","59985","18604","25067","74010","25348","17786","29703","46472","12317","7397","40162","9069"
"Dec 09, 2008","166059","62978","19719","64530","132212","38463","14040","48901","102572","9397","20072","59328","6111"
"Dec 02, 2008","138994","67743","24840","43279","98731","27307","14758","54885","66933","9194","23350","40889","13490"
"Nov 25, 2008","131206","62066","24900","46145","95959","21954","9306","52935","65613","8357","23250","40695","12983"
"Nov 18, 2008","129694","46827","22693","59015","94368","23083","11864","53724","68475","8231","22940","37316","9617"
"Nov 11, 2008","130102","46353","21842","61251","96455","22126","11433","61568","65876","8327","24650","31068","12508"
"Nov 04, 2008","129500","46772","20278","54352","91675","28140","17311","57108","65265","7531","22060","29777","10995"
"Oct 28, 2008","143020","51215","19389","54901","97807","36700","25620","57224","69720","10424","13148","32164","14762"
"Oct 21, 2008","138768","51441","21320","54077","100011","33056","17243","55524","72362","10308","14532","32804","11987"
"Oct 14, 2008","132983","51709","21805","54900","100556","26177","10425","58440","79271","13619","6599","30320","14085"
"Oct 07, 2008","158003","61557","21744","68733","122528","26942","12960","56328","95402","27539","6430","40643","15335"
"Sep 30, 2008","159908","69373","26351","65155","119425","25083","13835","61027","85402","27544","6050","40682","21966"
"Sep 23, 2008","141677","51186","19247","67085","108729","23166","13461","51905","80442","30074","6457","31604","13905"
"Sep 16, 2008","132133","50625","24025","57162","88537","24013","19238","49893","59159","18310","6218","35625","16619"
"Sep 09, 2008","206916","39298","24477","143124","161962","23793","19776","96024","96450","13834","6471","22698","22237"
"Sep 02, 2008","205813","38405","43425","143631","139542","22834","21903","101563","79964","13354","6513","22550","42003"
"Aug 26, 2008","209138","40103","60073","146975","124878","21492","23619","105323","66675","13266","6520","24479","59971"
"Aug 19, 2008","212982","40933","64071","148456","118462","23054","29910","106030","59779","13246","6496","27024","64666"
"Aug 12, 2008","208622","46164","59413","141077","121647","20834","27015","99594","60992","12738","6286","31519","61958"
"Aug 05, 2008","200818","45898","57979","130875","119020","23412","23186","88398","60336","13901","6070","29895","56816"
"Jul 29, 2008","178959","39162","45442","117604","109446","21540","23418","77377","51368","13566","5648","22313","43680"
"Jul 22, 2008","187785","48433","37909","114167","130431","24541","18801","67993","72921","15209","5434","33688","32466"
"Jul 15, 2008","213992","77600","27495","103912","166517","32096","19596","55862","104289","17006","4899","62267","21744"
"Jul 08, 2008","175428","40519","35194","107907","117123","26473","22582","58054","57495","14719","4806","28221","31340"
"Jul 01, 2008","175598","45189","29184","103980","122231","25883","23637","52479","62812","14659","4641","36443","22007"
"Jun 24, 2008","164015","34316","47063","105223","90770","24026","25732","52238","45470","14935","4716","27869","44333"
"Jun 17, 2008","161544","39989","34132","96011","97236","24884","29516","50908","58210","14888","5119","29141","28561"
"Jun 10, 2008","202372","43391","35675","132747","133166","25413","32710","72402","69131","15126","4849","24766","32676"
"Jun 03, 2008","164454","55009","31644","82305","100291","26597","31976","67317","71334","15012","5729","31830","33205"
"May 27, 2008","171688","62907","29603","79024","123067","28610","17871","62314","94543","14992","5321","41899","32171"
"May 20, 2008","165388","65203","25155","69969","121168","28580","17429","61354","100079","14581","4820","41827","25925"
"May 13, 2008","174423","62209","28393","85465","126576","25274","17979","74639","100388","14965","4836","36108","30834"
"May 06, 2008","169098","69355","20620","72209","126827","26481","20598","69103","105496","14606","4858","43249","23603"
"Apr 29, 2008","166940","73485","18035","64831","129122","27637","18796","66200","112813","13722","4746","47889","19752"
"Apr 22, 2008","172737","60353","25266","85279","128494","26097","17969","76623","106690","15514","4286","38395","29678"
"Apr 15, 2008","177514","68950","20978","79136","137228","28433","18313","56627","121572","14973","4018","66337","24954"
"Apr 08, 2008","182491","70424","27357","81728","138845","29368","15318","62383","125595","14884","3823","66408","31373"
"Apr 01, 2008","189206","78135","25837","79243","146195","30572","15918","56461","136224","15805","4083","76944","27818"
"Mar 25, 2008","196616","88691","22771","76963","158417","29768","14234","53924","149003","16149","4631","90283","24512"
"Mar 18, 2008","193580","82300","26541","76317","150981","33837","14932","52574","144998","14905","4461","82871","25344"
"Mar 11, 2008","234069","86383","36230","108059","178301","37547","17458","70794","145660","14328","4060","79661","39990"
"Mar 04, 2008","254859","94654","38369","116355","194159","42443","20924","70454","152672","15516","3432","87909","46341"
"Feb 26, 2008","235856","70188","35899","129969","177118","34327","21467","100257","130032","16239","5935","46904","44844"
"Feb 19, 2008","237223","80805","30361","117380","184665","37495","20654","90427","139187","15690","5826","57377","41240"
"Feb 12, 2008","231216","73955","30484","120344","175817","35826","23824","92334","135985","15479","5718","50804","36188"
"Feb 05, 2008","225290","83740","29050","104879","175163","35354","19760","76301","135762","15282","5617","62624","35963"
"Jan 29, 2008","206162","78810","25882","92355","160498","33876","18661","65578","131476","14725","4439","55776","22997"
"Jan 22, 2008","193308","67896","26054","88117","145237","35965","20687","63689","116940","14326","4561","42520","21908"
"Jan 15, 2008","202548","64712","27513","100897","151888","35273","21481","66751","124143","23371","4209","40717","22822"
"Jan 08, 2008","193786","62356","24883","97448","147328","31948","19541","61148","119131","20979","3914","42381","21556"
"Dec 31, 2007","181412","45107","44187","107806","117255","27839","19310","76361","94193","16580","4130","25506","35741"
"Dec 24, 2007","180033","46961","42948","105179","117336","26914","18770","80684","93187","12181","5227","26152","33920"
"Dec 18, 2007","176620","54075","40718","92410","118024","29302","17045","68220","96855","12182","3618","30687","30829"
"Dec 11, 2007","218614","68557","37654","110434","159788","35886","17435","80874","124418","13684","11565","40150","25396"
"Dec 04, 2007","195761","73463","39378","82859","138141","38364","17167","84899","127481","12934","18195","47603","27787"
"Nov 27, 2007","192574","68104","36772","84172","137579","39199","17124","81369","125878","14688","20420","45459","24126"
"Nov 20, 2007","193209","68020","37619","83162","134908","41145","19800","80153","123051","13941","20767","47441","25402"
"Nov 13, 2007","190955","63338","42542","86879","126365","40022","21332","81828","122593","16059","14220","43165","28135"
"Nov 06, 2007","216041","59945","68842","121629","126869","33452","19315","104060","119409","15613","16625","53568","56023"
"Oct 30, 2007","222002","57461","67410","129666","133709","33822","19830","114674","125699","13540","19513","50414","53271"
"Oct 23, 2007","225032","46369","67723","145548","134904","32000","21290","130155","124154","13614","19585","39600","54350"
"Oct 16, 2007","228334","45607","84220","149731","117750","31706","25074","140179","108525","15120","20276","32684","68378"
"Oct 09, 2007","224347","36321","82078","154402","117142","32368","23871","142450","110465","15722","19751","25114","64795"
"Oct 02, 2007","197060","35521","63590","127380","109662","33020","22669","123567","103096","15032","19123","16140","46203"
"Sep 25, 2007","171770","46051","48500","91652","101925","32831","20109","87429","92767","14512","17584","27363","35438"
"Sep 18, 2007","168189","41534","62601","93739","84116","31838","20394","93425","79267","15223","15605","18869","47605"
"Sep 11, 2007","299538","62733","57148","195252","214810","40348","26375","167847","181963","19064","15491","29685","39121"
"Sep 04, 2007","269834","58339","65392","175469","178832","34023","23607","166566","165351","23779","15215","20937","48604"
"Aug 28, 2007","276995","66128","56282","173334","195871","35389","22698","163234","180294","24366","15222","31475","40275"
"Aug 21, 2007","273008","61218","59702","173550","187833","35606","22839","162183","174046","23385","16505","31831","42973"
"Aug 14, 2007","278398","57759","79648","178281","169749","39186","25829","159291","156396","29108","17417","30472","62132"
"Aug 07, 2007","263905","47110","81603","172806","152366","42762","28709","148889","135483","30390","17040","23057","67831"
"Jul 31, 2007","264271","46600","97762","174003","133513","42973","32301","150324","112079","29648","19827","24422","86596"
"Jul 24, 2007","284669","51088","143503","188343","106993","43995","32930","161910","79278","32397","21299","27753","135748"
"Jul 17, 2007","303595","50431","177204","212555","91657","40115","34240","185679","64649","33225","23062","26133","167073"
"Jul 10, 2007","320333","51549","177439","226591","104651","41663","37713","173754","80817","32303","22677","45776","154714"
"Jul 03, 2007","326811","43373","198511","244264","91434","38640","36332","187552","65712","33846","21939","39788","177606"
"Jun 26, 2007","352299","49411","237488","264063","77604","38357","36739","213887","56182","33308","21946","42053","213207"
"Jun 19, 2007","310083","45218","206579","227309","65979","37041","37010","175068","46304","31722","22108","42301","180307"
"Jun 12, 2007","380532","48791","176353","279030","162878","50620","39210","154954","35845","30382","20860","25322","165969"
"Jun 05, 2007","311288","53781","177787","209829","97812","46581","34592","165415","40444","28957","21292","27920","168057"
"May 29, 2007","319048","51301","197544","222725","83306","43830","37006","186240","36746","27287","20850","23819","184088"
"May 22, 2007","326431","52301","204047","230085","83736","42538","37141","191604","36178","29291","20245","25267","192825"
"May 15, 2007","297263","46650","174546","204220","85983","44958","35299","168881","39748","29694","19712","19800","165839"
"May 08, 2007","284780","51213","163472","190671","84855","41494","35051","159114","41615","28381","17881","23128","153192"
"May 01, 2007","279868","47618","166400","188716","78461","42721","34194","153525","37291","28853","17421","20664","154128"
"Apr 24, 2007","235531","37900","119672","158243","82310","38579","32740","114982","44181","30150","16822","21726","111157"
"Apr 17, 2007","234796","43281","113800","150691","83251","39941","36862","109945","46024","30752","14921","23259","107317"
"Apr 10, 2007","230370","42718","107559","141946","82979","43034","37160","108678","54240","26670","14895","24995","100865"
"Apr 03, 2007","221748","36845","100703","140812","81355","41714","37313","103357","55555","26478","15178","25109","92494"
"Mar 27, 2007","204073","37765","85245","125945","87199","37883","29149","97443","53527","26533","14961","19310","80922"
"Mar 20, 2007","176550","34269","84222","98301","63646","42036","26738","65104","43396","25400","14209","21950","69167"
"Mar 13, 2007","281602","38194","91047","185748","143512","52373","41756","126437","113637","28627","14569","26176","61711"
"Mar 06, 2007","278491","30479","93365","202412","146414","40448","33560","140588","106407","27687","13955","15465","66715"
"Feb 27, 2007","328295","39383","154009","236369","133677","49723","37789","180648","94428","32391","17565","18325","132380"
"Feb 20, 2007","332216","42286","158481","237985","135354","49699","36135","187329","97661","30061","16509","18359","138408"
"Feb 13, 2007","361809","43467","210972","269569","109947","47191","39308","227940","80619","30319","17075","20488","188858"
"Feb 06, 2007","314920","41025","169551","230123","107247","41842","36192","191810","74181","29992","15944","15107","151754"
"Jan 30, 2007","344070","42579","215584","255656","87884","44130","38897","217372","62887","30524","15312","16803","192246"
"Jan 23, 2007","344998","52200","217060","246414","85624","44598","40528","219404","53554","29348","15219","14922","200690"
"Jan 16, 2007","308740","56031","194177","206149","69822","44572","42753","207270","55133","32400","13639","12730","187432"
"Jan 09, 2007","287999","54341","177684","182880","66875","48303","40965","183627","55251","30960","11777","11244","170384"
"Jan 03, 2007","280541","54819","173411","182315","66903","41669","38489","176309","55948","29681","11375","20368","166215"
"Dec 26, 2006","262764","55629","160543","165030","65428","40448","35136","161704","54728","28953","10169","20693","155930"
"Dec 19, 2006","239042","48950","141469","151142","63344","37892","33171","148783","52102","27899","10592","14149","137632"
"Dec 12, 2006","276919","50622","106182","177991","138635","45330","29126","99093","92994","27850","4676","46294","100481"
"Dec 05, 2006","268136","62344","85881","153868","150125","49023","29229","86758","94179","28802","4931","35765","79579"
"Nov 28, 2006","252107","56033","97991","150874","122417","42671","29170","91049","83265","31382","5467","38807","92165"
"Nov 21, 2006","258327","50648","131069","168766","93687","36997","31655","109436","61116","33239","6101","38258","126638"
"Nov 14, 2006","233573","48106","103118","144572","98891","38991","29660","93099","61520","34043","5948","30093","106764"
"Nov 07, 2006","229063","48102","111614","141299","85210","37244","29821","92714","57972","35126","5864","30597","109225"
"Oct 31, 2006","226607","46776","106376","139703","87349","38380","31134","100087","61322","34394","5840","26850","108521"
"Oct 24, 2006","282998","50401","187691","195865","57498","35694","36771","156032","38602","36183","6852","30624","181030"
"Oct 17, 2006","261575","53173","165751","173899","58427","34092","36986","142480","36929","35283","6975","24854","161279"
"Oct 10, 2006","267803","50595","174193","182858","53712","33926","39474","147171","32983","34554","6933","27820","170434"
"Oct 03, 2006","243819","47430","151581","165283","55727","30650","36055","131049","34167","34034","6241","23534","148110"
"Sep 26, 2006","221240","42518","129876","150583","55335","27690","35580","114308","32185","34172","6168","19677","129528"
"Sep 19, 2006","225098","34955","125759","160209","62383","29592","36614","114980","39433","34971","6848","22390","124015"
"Sep 12, 2006","275585","34942","134394","205621","86590","34112","53691","103726","32635","36012","6224","43824","129659"
"Sep 05, 2006","228792","32941","102439","160209","89614","35193","36290","81599","39923","31145","4165","26200","100473"
"Aug 29, 2006","244441","33920","122249","175367","85176","34955","36817","95848","38581","31240","3524","29955","118718"
"Aug 22, 2006","227195","30853","105930","163702","87185","32543","33983","82102","42502","30135","2573","30425","100944"
"Aug 15, 2006","216492","29646","91920","153461","92252","33299","32234","69296","47688","30596","2384","31881","89206"
"Aug 08, 2006","198570","25031","76822","141054","94420","31421","26264","62760","55235","29198","2379","26517","71414"
"Aug 01, 2006","195626","25391","68375","138866","97439","30293","28736","63374","53767","27134","2633","25925","65444"
"Jul 25, 2006","208508","26299","103185","152876","73589","29247","31648","85051","30484","26616","2620","19603","98230"
"Jul 18, 2006","203567","27724","96773","145874","74172","29769","32422","75671","30843","28036","2432","22044","93171"
"Jul 11, 2006","173470","27639","48343","112062","99551","32705","24512","52568","61742","28246","1871","18071","48950"
"Jul 03, 2006","168688","25330","49239","110040","90220","32611","28522","55063","52467","26277","4272","16417","49381"
"Jun 27, 2006","174066","25190","60762","116383","81209","32407","32009","61978","44398","25652","4939","16151","58957"
"Jun 20, 2006","161290","23877","46884","104582","85187","32745","29133","52101","47483","24173","4252","16496","49238"
"Jun 13, 2006","243513","39360","48957","157545","152880","45675","40743","82773","92521","28335","4178","25809","49758"

